00.00,53,57
00.01,70,51
00.02,81,54
00.03,66,64
00.03,60,61
00.04,47,53
00.05,37,47
00.07,17,41
00.08,13,41
00.09,13,40
00.10,20,54
00.12,38,53
00.13,37,56
00.14,41,48
00.15,51,51
00.16,34,50
00.17,41,44
00.18,38,41
00.19,37,29
00.21,44,40
00.22,48,47
00.23,44,54
00.24,48,51
00.25,41,51
00.26,43,53
00.28,41,51
00.31,53,29
00.32,53,29
00.33,67,43
00.34,60,47
00.35,57,51
00.36,64,48
00.37,69,47
00.39,78,60
00.40,74,66
00.41,66,70
00.42,54,64
00.43,44,54
00.44,40,38
00.45,41,34
00.46,48,29
00.47,56,37
00.48,54,53
00.49,44,48
00.50,26,47
00.51,4,34
00.52,4,27
00.53,16,34
00.55,66,47
00.56,70,44
00.57,64,44
00.58,48,43
00.59,24,44
01.00,14,44
01.01,8,43
01.02,20,48
01.03,20,44
01.04,34,48
01.05,29,41
01.06,34,48
01.07,34,53
01.08,14,43
01.09,20,35
01.10,21,34
01.11,24,35
01.12,35,54
01.13,34,57
01.14,27,54
01.15,21,38
01.16,21,40
01.17,29,44
01.18,34,53
01.19,44,64
01.20,43,57
01.21,37,66
01.22,40,54
01.23,37,50
01.24,30,43
01.25,60,35
01.26,48,29
01.27,41,43
01.28,43,47
01.30,37,57
01.31,40,60
01.32,43,57
01.33,41,74
01.34,35,57
01.35,34,41
01.36,20,43
01.37,10,40
01.38,8,56
01.39,14,64
01.40,20,60
01.41,21,56
01.42,16,54
01.43,21,51
01.44,24,64
01.45,24,74
01.46,43,75
01.47,44,70
01.48,53,64
01.49,69,51
01.50,57,47
01.52,37,34
01.53,27,35
01.54,40,47
01.56,60,41
01.57,53,43
01.58,56,27
02.00,56,29
02.01,56,16
02.02,53,16
02.04,44,35
02.05,50,53
02.06,50,64
02.07,56,51
02.09,53,44
02.10,51,47
02.11,43,57
02.12,41,78
02.13,40,77
02.14,34,63
02.15,34,57
02.16,40,50
02.17,34,30
02.18,35,40
02.19,37,41
02.20,27,38
02.21,29,54
02.22,47,54
02.23,54,61
02.24,61,63
02.25,70,63
02.26,53,53
02.27,44,50
02.28,41,53
02.29,26,53
02.30,40,57
02.31,23,57
02.33,7,43
02.35,23,40
02.36,35,51
02.37,37,56
02.38,24,44
02.39,17,57
02.40,8,54
02.41,8,44
02.42,13,54
02.43,10,44
02.44,23,50
02.45,30,60
02.46,38,53
02.47,30,53
02.48,24,47
02.49,20,41
02.50,11,48
02.51,14,44
02.52,20,47
02.53,30,43
02.54,37,26
02.55,41,38
02.56,35,35
02.58,29,44
02.59,34,26
03.00,30,34
03.01,17,29
03.02,17,50
03.03,14,64
03.04,13,66
03.05,23,70
03.06,24,50
03.07,21,38
03.08,27,29
03.09,35,20
03.10,34,24
03.11,43,40
03.12,47,54
03.13,48,70
03.14,53,83
03.15,50,87
03.16,50,78
03.17,41,69
03.18,54,64
03.19,41,63
03.20,48,69
03.20,44,74
03.21,13,61
03.22,23,56
03.23,13,40
03.24,20,43
03.25,38,57
03.26,38,54
03.27,37,61
03.29,37,51
03.30,35,44
03.31,35,47
03.32,17,43
03.33,16,24
03.34,34,30
03.35,26,37
03.36,48,41
03.37,61,47
03.38,50,48
03.39,43,35
03.40,35,30
03.41,27,41
03.42,27,44
03.43,27,43
03.44,20,34
03.45,1,35
03.46,1,20
03.48,3,40
03.49,11,53
03.50,20,83
03.52,34,94
03.53,44,80
03.54,56,64
03.55,64,63
03.57,70,70
03.58,77,70
03.59,53,57
04.00,47,66
04.01,41,60
04.02,30,47
04.03,43,50
04.04,41,34
04.05,44,21
04.06,50,21
04.07,61,21
04.08,56,35
04.09,43,44
04.10,37,37
04.11,35,47
04.12,43,30
04.13,50,30
04.15,48,38
04.17,29,23
04.18,20,14
04.19,11,26
04.21,3,47
04.22,8,38
04.23,23,30
04.24,20,16
04.26,24,41
04.27,8,40
04.28,16,43
04.29,21,41
04.29,21,41
