00.00,40,30
00.00,17,7
00.01,29,16
00.02,26,27
00.03,23,21
00.05,29,43
00.06,38,24
00.07,43,35
00.08,53,34
00.09,48,24
00.10,47,48
00.11,44,50
00.12,37,44
00.13,50,50
00.14,51,40
00.15,51,23
00.16,57,24
00.17,35,29
00.18,40,37
00.19,43,40
00.20,41,40
00.22,48,35
00.23,51,48
00.24,66,37
00.25,66,41
00.26,70,41
00.27,54,24
00.28,29,34
00.29,29,34
00.30,30,35
00.32,40,47
00.33,50,63
00.34,47,60
00.36,54,66
00.37,60,63
00.38,67,70
00.39,69,63
00.40,64,63
00.41,63,60
00.42,54,53
00.43,44,57
00.44,50,54
00.45,44,51
00.46,50,53
00.47,41,57
00.49,51,53
00.50,47,53
00.51,44,27
00.52,29,34
00.53,34,34
00.55,40,43
00.57,27,41
00.58,27,34
00.59,30,43
01.02,24,48
01.03,26,50
01.04,26,47
01.05,30,40
01.06,48,26
01.07,40,14
01.08,43,21
01.09,54,38
01.10,41,50
01.11,51,60
01.12,48,50
01.13,50,50
01.14,57,44
01.15,56,41
01.16,50,41
01.17,44,23
01.18,37,23
01.19,35,24
01.20,37,27
01.21,37,26
01.22,27,21
01.23,35,26
01.24,37,13
01.25,35,24
01.26,48,24
01.27,51,24
01.29,75,35
01.31,74,29
01.32,70,26
01.33,63,29
01.34,50,29
01.35,37,27
01.36,29,35
01.37,23,27
01.38,26,51
01.39,20,41
01.40,14,29
01.41,27,40
01.42,30,29
01.43,43,53
01.44,66,66
01.45,69,67
01.46,75,64
01.47,81,56
01.48,60,48
01.49,47,44
01.50,38,40
01.51,30,26
01.52,44,16
01.53,54,23
01.54,64,24
01.55,69,47
01.55,0,0
01.56,51,56
01.57,51,56
01.58,48,40
01.59,48,34
02.00,43,17
02.01,61,24
02.02,54,35
02.03,63,38
02.04,64,50
02.05,61,40
02.07,41,38
02.08,37,34
02.09,24,51
02.11,44,63
02.12,53,54
02.13,54,48
02.15,57,50
02.16,47,53
02.17,57,51
02.18,44,48
02.19,37,48
02.20,48,48
02.21,38,48
02.22,43,44
02.23,54,47
02.24,53,61
02.25,54,63
02.26,48,57
02.27,47,60
02.28,48,47
02.29,43,43
02.30,38,44
02.32,16,44
02.33,17,44
02.34,35,38
02.36,53,29
02.37,60,35
02.38,47,44
02.39,27,51
02.40,29,50
02.41,34,48
02.42,41,43
02.43,51,41
02.44,50,44
02.45,34,37
02.46,24,44
02.47,21,40
02.48,20,35
02.49,23,37
02.50,17,24
02.51,8,27
02.52,10,34
02.54,27,56
02.55,35,60
02.56,43,60
02.57,41,51
02.58,34,37
02.59,35,24
03.00,34,20
03.01,37,20
03.02,47,34
03.03,48,38
03.04,53,44
03.05,64,53
03.06,51,50
03.08,54,54
03.09,48,44
03.10,44,43
03.11,34,38
03.12,21,30
03.13,8,40
03.14,23,38
03.15,29,35
03.17,56,61
03.18,48,57
03.19,53,63
03.20,41,37
03.21,38,37
03.22,29,29
03.23,21,29
03.24,37,29
03.25,40,35
03.26,41,41
03.27,41,44
03.28,24,27
03.29,24,8
03.30,17,1
03.32,21,37
03.33,21,48
03.34,35,56
03.35,35,47
03.36,43,37
03.37,35,37
03.38,34,44
03.39,34,48
03.40,27,40
03.41,37,38
03.42,27,34
03.43,27,26
03.44,21,30
03.45,14,34
03.46,27,24
03.47,38,20
03.48,43,30
03.49,51,40
03.50,47,53
03.51,47,69
03.52,40,61
03.53,41,56
03.54,37,47
03.55,43,40
03.56,50,37
03.57,57,35
03.58,74,40
03.59,64,43
04.00,67,54
04.01,54,60
04.02,44,64
04.03,40,63
04.04,44,57
04.05,51,60
04.06,47,57
04.07,44,64
04.08,41,56
04.09,30,44
04.10,40,35
04.11,37,24
04.12,48,34
04.14,53,60
04.15,56,69
04.16,37,60
04.17,34,53
04.18,23,41
04.19,20,43
04.20,21,51
04.21,13,53
04.22,26,63
04.23,20,56
04.24,21,51
04.26,38,44
04.27,37,43
04.28,51,48
04.29,44,44
04.29,44,44
