00.00,20,30
00.01,29,41
00.02,43,51
00.03,37,54
00.04,40,57
00.05,53,57
00.06,51,67
00.07,60,61
00.08,54,53
00.09,60,51
00.10,67,47
00.11,74,53
00.12,78,54
00.13,69,44
00.14,61,47
00.15,54,56
00.16,56,53
00.17,78,60
00.18,75,47
00.19,83,41
00.20,67,43
00.21,48,47
00.22,41,53
00.23,29,50
00.24,38,50
00.25,29,44
00.26,48,47
00.27,53,53
00.29,61,50
00.30,53,56
00.31,38,51
00.33,16,67
00.34,13,60
00.35,20,63
00.36,34,56
00.37,35,57
00.38,38,53
00.39,37,44
00.40,43,43
00.41,38,30
00.42,43,41
00.44,44,37
00.45,35,29
00.46,37,27
00.48,48,34
00.49,61,51
00.51,23,44
00.52,21,38
00.53,23,38
00.54,50,50
00.56,63,61
00.57,63,60
00.58,47,51
00.59,38,41
01.00,34,47
01.01,35,51
01.02,29,48
01.03,40,54
01.05,40,51
01.06,48,50
01.07,50,48
01.08,44,44
01.09,50,35
01.10,51,38
01.11,47,43
01.12,44,43
01.13,44,60
01.14,37,66
01.15,40,51
01.16,41,56
01.17,34,48
01.18,16,38
01.19,13,48
01.20,1,35
01.21,1,34
01.23,21,43
01.24,27,61
01.25,34,69
01.27,23,67
01.28,29,50
01.29,35,48
01.30,38,51
01.31,41,60
01.32,35,74
01.33,26,69
01.34,27,63
01.35,26,50
01.36,29,43
01.37,41,50
01.38,40,60
01.39,35,63
01.40,29,64
01.41,21,67
01.42,20,51
01.43,21,60
01.44,21,57
01.45,23,53
01.46,26,48
01.47,23,44
01.48,29,34
01.49,29,40
01.50,26,41
01.51,38,51
01.52,37,74
01.53,37,69
01.54,47,77
01.55,51,70
01.56,60,66
01.57,60,67
01.58,50,61
01.59,44,63
02.00,37,61
02.01,30,51
02.02,37,56
02.03,30,40
02.04,30,24
02.05,37,29
02.06,40,16
02.07,30,11
02.08,40,23
02.11,56,51
02.12,61,61
02.14,53,48
02.15,57,51
02.16,64,50
02.18,81,64
02.19,70,60
02.20,48,38
02.21,47,30
02.22,24,27
02.23,20,30
02.24,38,51
02.25,37,54
02.26,47,60
02.27,60,63
02.28,40,51
02.29,53,60
02.30,48,60
02.31,29,60
02.32,43,61
02.34,53,60
02.35,70,57
02.36,75,54
02.38,56,37
02.39,48,41
02.40,41,43
02.41,61,53
02.42,64,60
02.43,84,56
02.44,94,66
02.45,81,60
02.46,70,64
02.47,37,51
02.48,30,47
02.50,17,38
02.51,27,44
02.52,16,35
02.54,30,35
02.55,43,29
02.56,47,43
02.57,50,53
02.58,43,61
02.59,24,74
03.00,27,64
03.01,29,47
03.02,21,40
03.03,29,24
03.04,24,27
03.05,11,26
03.06,20,43
03.07,13,60
03.08,13,51
03.09,16,53
03.10,17,43
03.11,24,44
03.12,35,61
03.13,47,69
03.14,67,78
03.15,75,80
03.17,53,63
03.18,43,56
03.19,56,54
03.20,74,69
03.21,63,67
03.22,37,53
03.23,30,53
03.25,17,51
03.26,34,67
03.27,30,67
03.29,38,74
03.30,21,69
03.31,24,70
03.32,30,50
03.33,38,43
03.34,34,35
03.35,54,29
03.36,63,48
03.37,74,44
03.38,80,50
03.39,56,51
03.40,44,48
03.41,29,48
03.42,26,48
03.43,34,43
03.44,29,35
03.45,16,35
03.46,27,41
03.47,16,53
03.48,26,66
03.49,53,66
03.50,63,66
03.51,63,51
03.52,63,54
03.53,60,57
03.54,53,44
03.55,54,38
03.56,56,30
03.57,56,29
03.58,40,54
03.59,35,70
04.00,20,80
04.01,13,90
04.02,21,69
04.03,34,70
04.04,41,57
04.05,53,63
04.06,53,66
04.08,50,66
04.09,41,57
04.10,41,54
04.11,54,57
04.12,53,47
04.13,66,44
04.14,78,53
04.15,77,57
04.16,77,70
04.17,75,78
04.18,83,74
04.19,97,74
04.20,96,57
04.22,74,44
04.23,66,54
04.24,60,53
04.25,69,61
04.26,51,53
04.27,35,47
04.28,43,48
04.29,41,54
04.29,41,54
