00.00,30,83
00.01,37,96
00.01,37,100
00.03,34,93
00.03,40,83
00.04,47,67
00.05,48,63
00.06,63,54
00.07,54,38
00.08,50,43
00.09,47,40
00.10,44,50
00.11,61,57
00.12,74,53
00.13,69,60
00.14,63,56
00.15,43,66
00.16,35,78
00.18,40,81
00.19,50,69
00.20,38,57
00.21,37,57
00.22,26,53
00.23,24,57
00.24,43,64
00.25,51,63
00.26,66,66
00.27,69,70
00.28,67,70
00.29,78,70
00.30,74,70
00.31,69,67
00.32,69,69
00.33,54,69
00.34,53,64
00.35,48,40
00.36,38,35
00.37,38,40
00.38,29,38
00.39,26,53
00.40,37,61
00.41,38,40
00.42,50,47
00.43,61,47
00.45,64,57
00.46,56,40
00.47,50,43
00.49,44,40
00.50,47,47
00.51,44,38
00.52,40,40
00.53,61,34
00.54,57,41
00.55,66,43
00.56,63,53
00.57,63,50
00.58,63,43
00.59,54,47
01.00,51,44
01.01,41,57
01.02,50,80
01.03,74,84
01.04,87,80
01.05,94,74
01.06,93,66
01.07,69,60
01.08,53,69
01.09,54,67
01.10,53,60
01.11,56,67
01.12,56,64
01.13,37,57
01.14,48,56
01.15,53,56
01.16,54,38
01.17,61,29
01.18,56,35
01.19,61,38
01.20,61,44
01.21,80,56
01.22,84,53
01.23,90,50
01.24,100,51
01.25,78,63
01.26,74,63
01.28,56,61
01.29,67,57
01.30,54,54
01.32,47,47
01.33,54,41
01.34,50,43
01.35,41,40
01.36,29,53
01.37,16,56
01.38,29,63
01.39,43,60
01.40,56,40
01.41,66,43
01.42,63,41
01.43,80,41
01.44,80,56
01.45,66,56
01.46,77,50
01.47,47,47
01.48,51,44
01.49,57,37
01.51,66,50
01.52,64,43
01.53,63,34
01.54,66,40
01.55,70,40
01.56,61,57
01.57,61,78
01.58,56,78
01.59,56,74
02.00,56,67
02.01,51,53
02.02,44,56
02.03,37,54
02.04,48,50
02.05,40,51
02.06,48,41
02.07,56,48
02.08,51,61
02.09,77,74
02.10,74,74
02.11,66,75
02.12,66,69
02.14,60,57
02.15,61,60
02.16,64,48
02.18,67,64
02.19,78,61
02.20,78,69
02.21,67,54
02.23,77,60
02.24,74,63
02.25,67,53
02.27,50,44
02.28,37,38
02.29,40,29
02.30,40,37
02.31,47,56
02.32,51,78
02.33,48,88
02.34,53,78
02.35,57,63
02.36,54,51
02.37,63,60
02.38,56,63
02.39,51,57
02.40,51,44
02.40,128,0
02.41,37,29
02.42,38,13
02.43,35,20
02.45,66,43
02.46,70,53
02.47,70,56
02.48,47,57
02.49,35,57
02.50,40,60
02.51,54,64
02.52,63,60
02.53,57,37
02.54,51,41
02.55,41,27
02.56,34,30
02.57,27,51
02.58,17,63
02.59,10,75
03.00,23,69
03.01,30,70
03.02,38,60
03.03,35,61
03.04,23,64
03.05,8,57
03.06,16,48
03.07,26,35
03.08,29,35
03.09,41,37
03.10,23,34
03.11,20,44
03.13,11,38
03.15,43,54
03.16,47,64
03.17,54,77
03.18,50,60
03.19,47,66
03.20,47,53
03.21,38,43
03.21,43,57
03.22,37,44
03.23,40,47
03.24,51,57
03.25,41,57
03.26,41,66
03.27,30,63
03.28,30,63
03.29,38,57
03.30,40,57
03.31,54,74
03.32,51,56
03.33,41,48
03.34,37,38
03.35,24,51
03.36,23,60
03.37,21,61
03.38,27,66
03.40,48,53
03.41,50,51
03.42,51,57
03.43,53,57
03.44,48,54
03.45,44,53
03.46,40,38
03.47,29,38
03.48,23,41
03.49,26,48
03.50,34,51
03.51,30,60
03.52,41,48
03.52,41,48
