00.00,24,37
00.00,34,48
00.01,34,47
00.02,43,48
00.03,57,41
00.04,56,41
00.05,63,40
00.06,61,44
00.07,60,48
00.08,66,48
00.09,69,50
00.10,70,43
00.11,67,37
00.12,64,29
00.13,77,20
00.14,69,23
00.15,64,29
00.16,63,41
00.17,44,53
00.19,24,54
00.20,13,41
00.21,10,48
00.23,38,53
00.24,57,60
00.25,67,56
00.26,74,57
00.27,70,53
00.28,74,51
00.29,75,50
00.30,70,43
00.31,63,43
00.32,54,50
00.33,47,60
00.34,30,64
00.35,35,56
00.36,34,41
00.37,23,30
00.38,29,27
00.39,26,37
00.40,29,54
00.42,41,75
00.43,40,78
00.44,30,67
00.45,47,54
00.46,53,44
00.47,51,41
00.48,57,40
00.49,64,43
00.50,53,40
00.51,67,34
00.52,67,29
00.53,67,41
00.54,69,44
00.55,74,53
00.57,77,38
00.58,70,43
00.59,63,43
01.00,64,50
01.01,61,44
01.02,63,23
01.03,61,14
01.04,64,14
01.06,66,41
01.07,69,50
01.08,75,48
01.10,78,53
01.11,74,41
01.12,64,37
01.13,61,29
01.14,51,29
01.15,50,35
01.16,54,38
01.17,60,44
01.18,60,47
01.19,66,60
01.20,57,63
01.21,53,69
01.22,44,50
01.23,50,40
01.24,43,37
01.25,43,34
01.27,43,30
01.28,44,38
01.29,53,30
01.30,67,48
01.32,78,35
01.33,67,26
01.34,47,21
01.35,40,24
01.36,29,37
01.37,30,48
01.38,51,51
01.39,56,54
01.40,56,47
01.41,53,43
01.42,48,40
01.43,57,44
01.44,61,41
01.45,60,26
01.46,54,27
01.47,63,11
01.48,57,16
01.49,64,43
01.50,69,47
01.51,48,56
01.52,54,57
01.53,60,48
01.54,63,48
01.55,67,56
01.56,64,57
01.57,74,57
01.58,77,60
01.59,77,43
02.00,75,41
02.01,50,43
02.02,47,43
02.03,51,53
02.04,53,54
02.05,70,53
02.06,67,47
02.07,61,44
02.08,77,37
02.09,77,41
02.10,81,44
02.11,87,40
02.12,81,48
02.13,74,53
02.14,77,53
02.15,66,60
02.16,51,63
02.17,50,54
02.18,41,60
02.19,51,61
02.20,43,50
02.21,41,47
02.22,43,40
02.23,38,47
02.24,43,57
02.26,44,54
02.27,37,37
02.28,37,29
02.29,41,27
02.30,20,20
02.31,34,30
02.32,44,26
02.33,50,44
02.34,60,60
02.35,56,56
02.36,56,64
02.37,60,56
02.38,69,48
02.39,67,47
02.40,60,35
02.41,56,24
02.42,57,24
02.44,87,44
02.45,94,60
02.46,96,56
02.47,83,61
02.48,81,51
02.49,63,34
02.50,57,30
02.51,61,27
02.52,63,35
02.54,83,53
02.55,83,54
02.56,74,63
02.57,66,63
02.58,66,64
02.59,77,50
03.00,80,40
03.01,78,37
03.02,77,35
03.03,74,43
03.04,80,41
03.05,67,40
03.06,56,37
03.07,51,41
03.08,47,43
03.09,48,50
03.10,48,50
03.12,24,34
03.13,29,35
03.14,23,29
03.15,23,23
03.16,13,26
03.17,11,14
03.18,14,17
03.19,30,29
03.19,43,24
03.20,37,30
03.21,41,40
03.22,40,40
03.23,41,50
03.24,50,53
03.25,44,43
03.26,26,29
03.28,3,10
03.29,10,16
03.30,20,35
03.31,30,41
03.32,35,66
03.33,34,60
03.34,43,57
03.35,50,56
03.36,56,47
03.37,69,48
03.38,67,44
03.39,56,54
03.40,51,60
03.42,37,67
03.43,38,61
03.44,38,47
03.45,21,29
03.46,13,37
03.47,1,37
03.48,17,40
03.49,34,53
03.50,37,41
03.51,50,51
03.52,34,57
03.52,34,57
