COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
42,4034.87,4084.1,4066.67,3866.15,4353.33,4153.85,4571.79,4537.95,4300.51,3923.59,4215.9,4597.44,4367.18,4605.13,1690,1707,1.042,0,0,0,0,
43,4033.33,4089.23,4065.64,3863.59,4368.21,4157.44,4577.95,4551.28,4308.72,3918.46,4219.49,4594.36,4369.74,4612.31,1689,1709,1.071,0,0,0,0,
46,4036.41,4093.33,4069.23,3863.59,4377.44,4171.28,4583.59,4560.51,4322.05,3932.82,4221.54,4604.1,4372.82,4603.59,1690,1709,1.079,0,0,0,0,
47,4033.85,4088.72,4062.05,3864.62,4370.77,4164.62,4577.44,4556.92,4308.21,3927.69,4217.44,4595.9,4365.13,4605.64,1688,1710,1.087,0,0,0,0,
48,4032.82,4088.72,4058.97,3865.13,4371.79,4156.41,4576.41,4550.26,4293.85,3923.59,4212.31,4596.92,4364.62,4605.13,1689,1709,1.089,0,0,0,0,
49,4034.87,4093.33,4063.08,3867.18,4367.18,4154.36,4580,4554.36,4299.49,3928.72,4215.38,4603.08,4368.72,4607.18,1688,1710,1.096,0,0,0,0,
50,4035.38,4088.21,4061.03,3865.64,4348.21,4153.33,4574.36,4546.15,4297.95,3923.59,4213.85,4591.79,4363.59,4608.21,1689,1711,1.097,0,0,0,0,
51,4034.36,4091.28,4057.44,3864.62,4357.44,4152.31,4567.69,4537.95,4296.41,3922.56,4214.36,4588.72,4365.64,4613.33,1689,1710,1.121,0,0,0,0,
52,4035.38,4090.26,4063.08,3864.1,4356.41,4152.31,4570.77,4542.05,4299.49,3920.51,4215.9,4594.87,4365.13,4610.77,0,0,1.121,0,0,0,0,
53,4036.41,4089.23,4068.72,3863.59,4355.38,4152.82,4573.85,4546.67,4302.56,3917.95,4217.95,4601.54,4364.62,4608.21,1689,1712,1.121,0,0,0,0,
54,4028.21,4090.26,4061.03,3862.56,4347.18,4153.85,4574.36,4537.44,4298.97,3915.9,4214.36,4593.85,4358.97,4601.54,1688,1712,1.128,0,0,0,0,
