COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
50,4054.36,4175.38,4083.59,3876.92,4385.64,4189.74,4583.59,4533.85,4290.77,3930.77,4245.13,4612.31,4355.38,4629.74,1697,1705,0.194,0,0,0,0,
51,4060.51,4181.54,4089.74,3880,4394.36,4189.23,4585.13,4540.51,4303.08,3945.13,4249.23,4613.85,4367.18,4634.87,1695,1706,0.202,0,0,0,0,
52,4073.33,4171.79,4093.33,3881.03,4390.26,4187.18,4590.26,4556.92,4316.41,3944.62,4252.31,4623.08,4369.23,4634.87,1696,1707,0.21,0,0,0,0,
53,4069.23,4163.59,4089.74,3877.95,4382.56,4185.64,4589.23,4551.28,4300,3927.69,4249.23,4627.69,4358.46,4630.77,1696,1708,0.218,0,0,0,0,
54,4063.08,4173.85,4088.21,3878.97,4382.05,4181.54,4575.9,4537.95,4284.62,3926.15,4248.72,4623.59,4356.92,4636.92,1696,1709,0.226,0,0,0,0,
55,4062.56,4175.38,4091.79,3880,4383.59,4181.54,4570.77,4537.95,4292.31,3930.26,4249.74,4617.95,4362.05,4643.59,1695,1709,0.233,0,0,0,0,
56,4058.97,4159.49,4086.67,3874.36,4382.05,4186.15,4581.03,4538.97,4294.87,3922.05,4248.72,4615.9,4354.36,4632.82,1695,1709,0.248,0,0,0,0,
57,4056.41,4156.41,4081.54,3874.87,4381.03,4188.21,4586.67,4546.15,4294.87,3929.23,4248.21,4620,4347.69,4629.74,1695,1707,0.253,0,0,0,0,
58,4060,4167.18,4083.08,3875.9,4381.54,4187.18,4585.13,4550.77,4301.03,3945.64,4249.74,4626.67,4358.97,4642.05,1695,1706,0.257,0,0,0,0,
59,4060.51,4163.08,4083.08,3865.13,4384.62,4187.69,4585.64,4543.08,4298.97,3937.95,4249.74,4627.18,4363.08,4640.51,1695,1704,0.271,0,0,0,0,
60,4051.79,4149.23,4084.1,3863.59,4384.62,4187.18,4585.64,4543.59,4292.82,3924.62,4248.72,4624.1,4350.26,4628.72,1694,1704,0.281,0,0,0,0,
61,4048.72,4151.28,4088.72,3875.9,4377.44,4186.15,4586.15,4551.79,4291.28,3927.18,4246.67,4623.59,4347.69,4630.77,1695,1705,0.285,0,0,0,0,
62,4062.05,4157.95,4091.79,3878.46,4374.36,4184.62,4585.13,4548.21,4290.26,3924.62,4246.15,4627.69,4353.85,4635.9,1693,1707,0.289,0,0,0,0,
63,4069.23,4155.38,4091.79,3875.9,4373.85,4181.03,4582.05,4548.72,4297.95,3923.59,4254.36,4631.79,4351.79,4632.82,1693,1707,0.296,0,0,0,0,
64,4062.56,4155.38,4090.26,3875.9,4370.77,4181.03,4582.56,4554.36,4303.59,3934.36,4252.82,4629.23,4349.23,4631.79,1692,1709,0.304,0,0,0,0,
65,4057.95,4157.44,4085.64,3867.69,4372.31,4183.59,4581.54,4543.08,4291.79,3932.82,4235.38,4620,4349.74,4633.85,1693,1711,0.312,0,0,0,0,
66,4054.36,4153.85,4083.08,3856.92,4377.44,4184.1,4579.49,4531.79,4284.62,3922.56,4231.79,4615.38,4346.67,4628.21,1692,1709,0.32,0,0,0,0,
67,4051.79,4150.26,4084.1,3858.46,4375.38,4184.62,4583.08,4544.1,4295.38,3927.18,4237.95,4616.92,4340.51,4616.41,1692,1711,0.327,0,0,0,0,
68,4056.41,4152.82,4082.05,3870.26,4370.77,4184.62,4586.15,4554.87,4298.97,3928.72,4234.36,4615.38,4335.38,4612.82,1692,1710,0.335,0,0,0,0,
69,4060,4153.85,4082.05,3875.9,4376.92,4183.08,4586.67,4548.21,4291.28,3917.44,4238.97,4614.36,4343.59,4626.15,1691,1710,0.343,0,0,0,0,
70,4059.49,4152.82,4083.59,3868.21,4378.46,4183.08,4584.1,4540,4287.69,3918.46,4249.23,4617.95,4357.44,4636.41,1692,1710,0.351,0,0,0,0,
71,4057.95,4151.79,4080.51,3858.97,4372.31,4181.03,4578.46,4536.92,4281.54,3920,4241.03,4615.38,4350.26,4635.38,1690,1712,0.359,0,0,0,0,
72,4054.87,4146.15,4079.49,3861.03,4372.82,4177.95,4575.9,4538.97,4281.54,3909.74,4229.74,4611.28,4339.49,4632.82,1692,1711,0.366,0,0,0,0,
73,4050.77,4136.92,4083.59,3862.05,4377.44,4180,4581.03,4545.13,4293.85,3907.69,4232.82,4613.33,4344.1,4626.15,1690,1712,0.374,0,0,0,0,
74,4050.77,4142.05,4081.54,3859.49,4374.36,4185.13,4583.59,4539.49,4289.74,3913.85,4236.41,4610.77,4347.18,4618.97,1691,1713,0.382,0,0,0,0,
75,4055.38,4154.87,4077.44,3865.13,4371.79,4186.67,4584.1,4533.33,4276.41,3912.31,4234.36,4602.56,4341.03,4620.51,1690,1711,0.39,0,0,0,0,
76,4060,4151.28,4081.03,3869.23,4379.49,4184.62,4586.15,4542.05,4277.44,3907.18,4238.46,4607.18,4330.26,4623.59,1690,1713,0.398,0,0,0,0,
77,4060.51,4145.13,4085.13,3863.08,4382.56,4183.08,4586.15,4549.74,4287.18,3916.92,4249.74,4620,4336.92,4623.59,1691,1713,0.406,0,0,0,0,
78,4053.85,4145.64,4083.08,3858.46,4378.97,4184.62,4584.62,4547.69,4289.74,3931.28,4247.69,4620.51,4360.51,4628.72,1691,1713,0.413,0,0,0,0,
79,4048.72,4146.15,4081.54,3861.54,4380,4186.15,4584.62,4551.28,4287.69,3924.62,4236.41,4615.9,4360,4633.85,1692,1713,0.421,0,0,0,0,
80,4053.85,4150.77,4084.1,3862.56,4382.05,4183.59,4586.67,4556.41,4288.72,3909.74,4233.85,4616.92,4337.44,4633.85,1692,1713,0.429,0,0,0,0,
81,4057.44,4152.31,4084.62,3861.54,4376.92,4183.59,4587.69,4548.72,4288.21,3910.77,4235.38,4617.95,4334.87,4627.18,1692,1711,0.437,0,0,0,0,
82,4052.82,4137.95,4082.56,3862.56,4370.77,4187.18,4586.15,4545.13,4290.77,3919.49,4236.92,4616.92,4351.28,4622.56,1692,1712,0.445,0,0,0,0,
83,4052.82,4135.9,4080.51,3862.05,4375.38,4186.15,4584.1,4549.23,4292.82,3924.1,4245.13,4618.46,4349.74,4628.21,1693,1712,0.452,0,0,0,0,
84,4063.08,4160.51,4080.51,3869.23,4383.08,4184.1,4584.1,4545.64,4290.77,3925.13,4251.28,4617.44,4341.54,4635.38,1692,1713,0.46,0,0,0,0,
85,4072.31,4172.31,4084.62,3877.44,4383.59,4184.62,4584.62,4537.44,4288.72,3926.15,4249.23,4616.92,4349.74,4637.44,1692,1712,0.468,0,0,0,0,
86,4072.31,4157.95,4088.72,3869.23,4380.51,4177.44,4581.54,4536.41,4287.69,3929.23,4248.21,4622.56,4354.87,4637.95,1691,1711,0.476,0,0,0,0,
87,4069.74,4154.36,4093.85,3860.51,4376.41,4167.18,4577.95,4538.46,4285.13,3921.54,4251.28,4623.59,4349.23,4633.33,1689,1709,0.484,0,0,0,0,
88,4072.31,4166.67,4096.92,3873.33,4374.87,4172.82,4578.97,4535.38,4275.9,3910.26,4247.69,4618.97,4342.05,4628.21,1688,1709,0.492,0,0,0,0,
89,4070.77,4169.23,4094.36,3880,4378.46,4185.64,4580,4535.9,4279.49,3919.49,4240.51,4617.44,4343.59,4632.31,1688,1706,0.499,0,0,0,0,
90,4066.67,4165.13,4088.21,3865.13,4383.08,4186.15,4580,4539.49,4288.72,3929.74,4240,4616.41,4350.26,4634.36,1686,1705,0.507,0,0,0,0,
91,4072.82,4166.15,4089.74,3867.69,4380.51,4181.54,4583.08,4544.1,4291.79,3924.1,4248.21,4617.44,4348.72,4631.79,1686,1702,0.515,0,0,0,0,
92,4078.46,4160.51,4092.31,3878.46,4375.9,4182.05,4585.64,4554.87,4306.67,3927.18,4253.33,4623.08,4334.36,4632.82,1684,1702,0.523,0,0,0,0,
93,4077.95,4153.33,4086.67,3867.18,4372.31,4183.08,4584.62,4556.41,4311.28,3928.21,4247.69,4621.03,4333.33,4632.31,1686,1702,0.531,0,0,0,0,
94,4080,4161.54,4085.64,3861.54,4372.82,4183.59,4585.13,4550.26,4295.38,3921.03,4245.64,4614.87,4351.28,4631.79,1685,1701,0.539,0,0,0,0,
95,4080,4173.85,4094.36,3875.38,4378.97,4184.62,4587.69,4552.31,4293.33,3932.31,4252.31,4617.95,4353.85,4633.85,1684,1704,0.546,0,0,0,0,
96,4078.46,4170.26,4094.36,3883.08,4380.51,4185.13,4589.23,4557.44,4305.64,3938.46,4250.77,4618.46,4349.74,4633.85,1686,1704,0.554,0,0,0,0,
97,4077.44,4159.49,4083.59,3873.85,4377.44,4186.15,4587.69,4552.82,4299.49,3924.62,4244.62,4613.85,4353.85,4630.77,1686,1705,0.563,0,0,0,0,
98,4077.95,4163.08,4082.05,3865.64,4376.92,4186.67,4590.77,4553.33,4302.56,3930.26,4251.28,4616.41,4357.44,4634.87,1686,1706,0.57,0,0,0,0,
99,4090.26,4172.82,4089.23,3869.74,4385.13,4187.69,4596.41,4559.49,4321.03,3942.56,4257.95,4618.97,4364.1,4643.59,1686,1707,0.578,0,0,0,0,
100,4091.79,4172.31,4090.77,3879.49,4394.87,4187.69,4592.31,4553.85,4309.23,3932.82,4251.28,4616.41,4366.15,4642.56,1687,1705,0.585,0,0,0,0,
101,4073.85,4175.9,4088.21,3880,4393.85,4187.69,4584.62,4544.1,4290.77,3932.31,4248.72,4615.38,4365.13,4641.03,1686,1706,0.593,0,0,0,0,
102,4074.36,4185.13,4088.72,3875.9,4384.62,4188.72,4586.67,4543.08,4292.31,3938.97,4249.23,4616.41,4367.18,4647.18,1688,1705,0.601,0,0,0,0,
103,4091.28,4181.54,4090.77,3877.44,4382.05,4188.72,4590.26,4545.64,4291.79,3926.15,4248.21,4617.44,4361.54,4649.74,1687,1704,0.609,0,0,0,0,
104,4094.36,4171.79,4089.74,3875.9,4385.13,4185.13,4585.64,4546.67,4287.18,3916.92,4249.74,4616.92,4353.33,4645.64,1687,1704,0.617,0,0,0,0,
105,4086.67,4172.82,4093.33,3875.9,4383.08,4185.64,4585.13,4549.23,4289.74,3927.18,4250.26,4616.92,4355.9,4646.67,1687,1702,0.625,0,0,0,0,
106,4085.13,4179.49,4100.51,3881.03,4383.59,4187.18,4589.23,4552.82,4295.9,3937.95,4256.41,4627.69,4360,4655.9,1687,1704,0.632,0,0,0,0,
107,4096.41,4186.15,4102.05,3881.54,4387.69,4184.1,4587.18,4552.31,4298.97,3935.9,4263.08,4636.92,4360.51,4660.51,1688,1703,0.64,0,0,0,0,
108,4105.64,4188.21,4093.85,3883.59,4386.67,4181.54,4581.03,4544.62,4292.31,3926.67,4255.9,4625.13,4363.59,4649.74,1688,1705,0.648,0,0,0,0,
109,4102.56,4187.69,4090.77,3884.62,4384.62,4182.05,4580,4535.9,4280.51,3925.13,4246.15,4612.31,4366.15,4638.97,1688,1703,0.656,0,0,0,0,
110,4096.41,4187.18,4094.87,3875.9,4383.59,4182.56,4577.44,4534.36,4276.41,3922.05,4241.03,4610.77,4357.95,4643.08,1688,1703,0.664,0,0,0,0,
111,4086.67,4182.05,4089.74,3870.26,4380,4183.08,4571.28,4534.36,4274.87,3908.72,4229.74,4603.59,4342.05,4638.46,1689,1702,0.671,0,0,0,0,
112,4078.97,4180.51,4084.62,3876.41,4380,4184.62,4573.85,4536.92,4280,3915.38,4231.28,4600,4341.03,4627.18,1689,1702,0.679,0,0,0,0,
113,4088.72,4188.21,4091.28,3879.49,4385.13,4186.67,4581.03,4542.05,4286.15,3930.77,4247.18,4609.23,4354.87,4633.85,1690,1702,0.687,0,0,0,0,
114,4093.85,4183.59,4094.36,3876.41,4383.59,4186.15,4582.05,4541.03,4283.59,3925.64,4248.21,4607.69,4350.77,4640.51,1688,1702,0.695,0,0,0,0,
115,4082.05,4172.31,4089.23,3877.44,4378.97,4182.56,4581.54,4543.59,4285.64,3920,4241.54,4600.51,4337.44,4633.33,1689,1703,0.703,0,0,0,0,
116,4081.54,4177.95,4088.21,3879.49,4381.54,4183.08,4586.15,4555.9,4298.97,3924.62,4246.67,4607.18,4335.9,4630.77,1688,1701,0.711,0,0,0,0,
117,4091.79,4189.23,4092.82,3877.95,4387.69,4187.18,4590.26,4555.9,4303.59,3927.69,4250.77,4616.92,4349.23,4634.87,1687,1703,0.718,0,0,0,0,
118,4088.21,4182.56,4093.85,3877.44,4385.64,4185.64,4586.15,4540,4289.74,3927.69,4245.64,4615.38,4360,4632.82,1688,1701,0.726,0,0,0,0,
119,4077.95,4171.79,4093.33,3881.54,4380,4180,4579.49,4532.82,4277.44,3924.1,4244.62,4609.23,4358.46,4634.87,1686,1702,0.734,0,0,0,0,
120,4074.36,4174.87,4089.74,3881.54,4380.51,4181.03,4582.05,4538.97,4285.13,3924.1,4247.69,4611.28,4355.38,4635.9,1685,1703,0.742,0,0,0,0,
121,4077.95,4175.9,4083.59,3869.23,4383.08,4186.15,4587.18,4541.54,4297.95,3938.46,4241.03,4615.9,4352.31,4624.62,1683,1705,0.75,0,0,0,0,
122,4078.46,4167.18,4080.51,3865.13,4380.51,4185.64,4585.64,4539.49,4296.92,3943.08,4232.31,4610.77,4346.15,4617.44,1682,1706,0.757,0,0,0,0,
123,4064.62,4163.59,4080,3875.38,4375.38,4184.1,4582.56,4541.03,4292.31,3925.13,4232.82,4601.03,4339.49,4617.95,1679,1707,0.765,0,0,0,0,
124,4055.9,4167.18,4081.03,3874.36,4371.28,4183.59,4583.08,4541.54,4291.79,3910.26,4234.87,4601.03,4335.38,4616.92,1678,1707,0.773,0,0,0,0,
125,4064.62,4160.51,4081.54,3863.59,4371.79,4181.54,4582.05,4537.44,4287.69,3912.31,4230.77,4601.54,4331.79,4615.9,1677,1707,0.781,0,0,0,0,
126,4069.23,4151.28,4077.95,3863.08,4380.51,4184.62,4584.1,4543.59,4292.31,3926.67,4231.28,4598.46,4335.9,4616.92,1675,1705,0.789,0,0,0,0,
127,4064.62,4160.51,4077.95,3865.64,4383.59,4189.74,4587.69,4553.85,4305.13,3942.05,4242.56,4604.62,4343.59,4615.9,1674,1703,0.797,0,0,0,0,
128,4067.69,4167.69,4083.08,3865.13,4375.38,4185.13,4587.18,4547.18,4301.54,3941.54,4251.28,4612.31,4342.56,4617.95,1673,1703,0.804,0,0,0,0,
0,4069.74,4157.95,4080.51,3866.15,4374.87,4181.03,4584.1,4535.9,4285.13,3924.62,4240,4605.13,4338.97,4614.87,1673,1702,0.812,0,0,0,0,
1,4061.03,4151.28,4073.85,3864.62,4380,4185.13,4584.62,4535.38,4277.44,3917.95,4226.67,4594.87,4336.92,4603.08,1671,1704,0.82,0,0,0,0,
2,4058.97,4157.95,4074.87,3863.59,4375.38,4185.64,4585.64,4538.46,4280.51,3926.67,4232.31,4597.44,4334.87,4602.05,1672,1705,0.828,0,0,0,0,
3,4055.9,4157.44,4075.9,3864.62,4369.23,4183.08,4586.67,4538.46,4281.54,3924.62,4237.44,4600.51,4328.21,4602.05,1671,1704,0.836,0,0,0,0,
4,4048.72,4149.74,4074.36,3859.49,4374.36,4184.62,4588.72,4541.03,4280.51,3916.92,4230.26,4597.95,4321.54,4596.92,1670,1704,0.843,0,0,0,0,
5,4053.85,4154.87,4075.9,3857.95,4380.51,4186.67,4589.74,4542.56,4287.18,3923.59,4229.23,4603.08,4335.9,4605.13,1670,1703,0.851,0,0,0,0,
6,4064.62,4168.72,4076.92,3870.26,4381.54,4187.18,4588.21,4538.97,4294.36,3931.79,4243.08,4609.74,4353.33,4620.51,1670,1703,0.859,0,0,0,0,
7,4063.59,4168.21,4076.92,3876.92,4384.1,4186.15,4586.67,4543.59,4294.36,3929.23,4248.21,4613.85,4349.23,4620.51,1670,1704,0.867,0,0,0,0,
8,4058.46,4157.95,4073.85,3865.64,4383.59,4185.64,4588.21,4553.33,4294.87,3927.69,4238.97,4615.9,4338.97,4615.9,1671,1707,0.875,0,0,0,0,
9,4061.54,4159.49,4066.67,3862.56,4376.92,4186.67,4587.18,4546.15,4294.87,3928.72,4230.26,4607.69,4337.95,4615.9,1670,1706,0.883,0,0,0,0,
10,4064.62,4168.21,4064.62,3870.26,4375.38,4185.13,4585.64,4535.38,4291.28,3923.59,4230.26,4601.03,4335.38,4617.44,1670,1705,0.89,0,0,0,0,
11,4068.21,4166.67,4070.77,3867.18,4376.92,4182.05,4590.77,4548.21,4293.85,3923.59,4235.9,4609.74,4335.9,4621.54,1670,1705,0.898,0,0,0,0,
12,4070.77,4160,4073.33,3867.18,4376.92,4183.59,4594.36,4557.95,4298.97,3930.26,4241.54,4618.97,4345.13,4628.21,1671,1706,0.906,0,0,0,0,
13,4071.79,4157.95,4072.31,3877.95,4377.95,4187.18,4588.21,4541.54,4293.85,3925.64,4242.05,4613.85,4349.23,4630.77,1671,1705,0.914,0,0,0,0,
14,4083.59,4168.72,4078.46,3877.95,4377.44,4185.13,4584.1,4533.33,4287.69,3918.97,4240,4613.33,4346.15,4641.03,1672,1703,0.922,0,0,0,0,
15,4110.77,4185.13,4086.15,3876.41,4377.44,4182.05,4586.67,4549.23,4292.82,3923.08,4248.21,4623.08,4349.23,4665.64,1671,1702,0.93,0,0,0,0,
16,4134.36,4188.72,4093.33,3882.56,4379.49,4183.59,4586.67,4557.44,4297.95,3928.72,4258.97,4631.79,4366.67,4690.26,1672,1700,0.937,0,0,0,0,
17,4144.62,4188.21,4102.05,3884.1,4377.95,4185.64,4585.13,4546.15,4295.9,3934.36,4265.13,4640,4386.67,4709.74,1671,1697,0.945,0,0,0,0,
18,4160.51,4190.26,4107.18,3882.05,4374.87,4184.62,4587.18,4539.49,4291.79,3942.56,4273.85,4647.69,4397.44,4731.79,1669,1697,0.953,0,0,0,0,
19,4173.33,4181.54,4104.1,3882.56,4374.87,4182.05,4586.67,4548.21,4291.79,3944.62,4274.87,4650.26,4398.97,4746.15,1670,1696,0.961,0,0,0,0,
20,4164.1,4168.21,4103.08,3878.97,4370.77,4184.1,4587.18,4556.41,4298.97,3941.54,4274.36,4648.21,4398.46,4747.18,1667,1698,0.969,0,0,0,0,
21,4148.72,4166.15,4106.67,3875.38,4366.15,4184.1,4589.23,4551.79,4302.56,3942.05,4282.05,4651.28,4406.15,4750.77,1668,1699,0.976,0,0,0,0,
22,4150.26,4168.21,4107.18,3875.9,4372.31,4178.46,4587.18,4543.59,4298.46,3943.59,4285.64,4657.44,4417.44,4754.87,1665,1700,0.984,0,0,0,0,
23,4157.44,4164.62,4104.1,3871.79,4374.87,4173.85,4585.64,4538.46,4291.79,3942.56,4282.05,4658.46,4415.38,4749.74,1665,1702,0.992,0,0,0,0,
24,4149.23,4154.36,4099.49,3865.64,4368.21,4171.28,4587.18,4540.51,4294.87,3939.49,4284.1,4660.51,4411.79,4750.77,1665,1702,1,0,0,0,0,
25,4131.79,4140,4093.85,3862.56,4369.23,4175.38,4588.72,4554.36,4309.23,3946.15,4287.18,4664.1,4416.41,4758.97,1664,1703,1.008,0,0,0,0,
26,4119.49,4135.9,4090.26,3862.05,4376.41,4182.56,4587.69,4553.85,4307.18,3952.82,4280,4656.92,4414.87,4752.31,1664,1704,1.015,0,0,0,0,
27,4111.28,4141.54,4090.26,3863.08,4377.95,4183.08,4587.69,4543.08,4292.82,3947.69,4276.41,4647.69,4408.21,4739.49,1663,1707,1.024,0,0,0,0,
28,4097.95,4141.03,4088.72,3865.13,4376.92,4182.56,4589.74,4547.69,4296.92,3943.59,4281.03,4647.69,4407.69,4734.87,1662,1704,1.031,0,0,0,0,
29,4088.72,4137.95,4083.08,3864.1,4380.51,4186.67,4587.69,4552.31,4305.13,3944.62,4281.54,4643.08,4411.79,4727.18,1659,1704,1.039,0,0,0,0,
30,4090.26,4137.95,4078.97,3860,4382.56,4188.72,4587.69,4545.64,4300.51,3950.26,4276.41,4633.33,4413.85,4711.79,1658,1699,1.047,0,0,0,0,
31,4080.51,4135.9,4075.9,3851.79,4377.95,4188.21,4595.38,4550.77,4306.15,3958.97,4272.82,4631.28,4405.64,4697.44,1654,1697,1.055,0,0,0,0,
32,4061.03,4134.36,4067.18,3846.67,4378.46,4188.21,4594.87,4558.97,4313.85,3957.95,4279.49,4633.85,4392.82,4690.26,1653,1695,1.062,0,0,0,0,
33,4051.79,4134.87,4063.08,3854.36,4384.62,4184.1,4584.62,4553.85,4310.77,3956.92,4281.03,4632.82,4399.49,4685.64,1650,1695,1.07,0,0,0,0,
34,4046.67,4134.36,4071.79,3862.56,4386.15,4182.05,4584.62,4554.87,4315.38,3961.54,4267.69,4629.74,4413.33,4680,1648,1698,1.078,0,0,0,0,
35,4047.69,4137.95,4076.41,3862.56,4382.56,4183.59,4588.72,4560.51,4315.9,3951.79,4259.49,4629.23,4406.67,4677.44,1646,1699,1.086,0,0,0,0,
36,4061.54,4141.03,4068.72,3860.51,4382.56,4183.59,4585.13,4554.36,4298.46,3937.95,4267.18,4632.31,4391.28,4680,1644,1701,1.094,0,0,0,0,
37,4066.15,4137.44,4064.62,3855.38,4385.13,4185.13,4585.13,4550.77,4290.26,3935.38,4269.23,4631.79,4388.72,4675.38,1642,1699,1.102,0,0,0,0,
38,4058.46,4132.82,4066.67,3849.74,4381.54,4185.13,4588.21,4553.85,4296.41,3929.23,4260,4626.15,4391.28,4665.13,1641,1700,1.109,0,0,0,0,
39,4053.33,4137.44,4068.21,3849.74,4380,4184.62,4588.72,4554.36,4301.03,3928.72,4257.44,4620,4382.56,4662.05,1639,1699,1.117,0,0,0,0,
40,4044.1,4137.95,4065.13,3848.72,4383.08,4186.67,4593.85,4557.44,4308.72,3940.51,4254.36,4616.92,4372.31,4656.92,1637,1700,1.125,0,0,0,0,
41,4031.28,4125.64,4060,3845.13,4380.51,4186.15,4595.38,4561.54,4309.74,3942.05,4245.13,4615.38,4371.79,4647.69,1637,1699,1.133,0,0,0,0,
42,4031.28,4121.54,4058.97,3847.18,4373.85,4183.08,4587.69,4557.95,4297.95,3935.9,4247.18,4614.36,4369.74,4647.69,1635,1698,1.141,0,0,0,0,
43,4038.46,4132.82,4065.13,3849.23,4374.36,4185.13,4586.15,4552.82,4296.92,3939.49,4264.1,4620.51,4367.69,4656.41,1636,1698,1.148,0,0,0,0,
44,4043.59,4141.03,4069.23,3850.26,4381.03,4188.72,4591.28,4555.38,4304.1,3939.49,4265.13,4626.67,4375.9,4661.03,1635,1695,1.156,0,0,0,0,
45,4044.1,4136.92,4065.13,3849.23,4381.54,4186.67,4589.23,4554.87,4300.51,3928.72,4247.18,4619.49,4378.97,4651.79,1635,1696,1.164,0,0,0,0,
46,4042.05,4132.82,4061.54,3845.64,4378.97,4184.1,4585.64,4549.23,4296.41,3928.21,4247.69,4613.33,4367.69,4642.56,1637,1695,1.172,0,0,0,0,
47,4044.62,4135.38,4069.23,3851.79,4379.49,4186.15,4587.69,4550.77,4304.1,3942.56,4265.64,4626.67,4373.85,4656.92,1635,1697,1.18,0,0,0,0,
48,4055.38,4144.1,4077.44,3863.59,4383.59,4186.15,4589.74,4554.36,4308.72,3948.72,4268.21,4636.41,4394.36,4676.41,1637,1698,1.189,0,0,0,0,
49,4069.23,4152.31,4076.92,3867.18,4387.18,4184.62,4587.69,4549.23,4306.15,3943.59,4257.44,4629.74,4402.56,4674.87,1637,1698,1.195,0,0,0,0,
50,4073.33,4154.87,4078.97,3863.59,4385.13,4186.15,4587.18,4545.64,4309.23,3952.31,4266.15,4633.33,4402.05,4673.85,1639,1698,1.203,0,0,0,0,
51,4066.67,4155.9,4084.62,3862.56,4383.08,4186.15,4590.77,4553.33,4316.41,3965.64,4276.92,4644.1,4401.54,4680.51,1641,1699,1.211,0,0,0,0,
52,4068.72,4156.92,4080.51,3864.1,4386.15,4183.08,4590.26,4557.95,4314.36,3958.46,4267.69,4641.54,4394.87,4679.49,1644,1700,1.219,0,0,0,0,
53,4068.72,4153.33,4072.31,3864.1,4394.36,4190.77,4589.23,4551.79,4298.97,3942.05,4259.49,4630.26,4384.62,4672.82,1646,1701,1.227,0,0,0,0,
54,4053.33,4146.67,4069.74,3862.56,4394.87,4199.49,4592.31,4550.26,4292.82,3936.92,4265.64,4625.64,4378.46,4667.69,1648,1702,1.234,0,0,0,0,
55,4049.23,4148.21,4066.15,3859.49,4388.72,4191.28,4590.26,4556.92,4302.56,3946.67,4267.69,4627.69,4380,4663.59,1650,1702,1.242,0,0,0,0,
56,4062.05,4155.38,4064.62,3863.08,4393.33,4183.08,4586.15,4557.44,4309.23,3958.97,4262.56,4628.21,4390.26,4661.03,1652,1705,1.25,0,0,0,0,
57,4061.03,4157.44,4070.77,3868.72,4399.49,4186.67,4590.26,4554.87,4307.69,3958.97,4260.51,4623.08,4393.33,4655.9,1655,1704,1.258,0,0,0,0,
58,4052.31,4157.95,4071.79,3868.72,4392.82,4188.72,4595.9,4556.92,4306.67,3943.59,4257.95,4618.97,4381.54,4648.72,1655,1704,1.266,0,0,0,0,
